month,region,rainfall_mm,temperature_c,customer_group,shop_type,product_category,product_name,unit_price_tzs,units_sold,demand_level
10,Mwanza,152.75,22.48,general,small_shop,Stationery,Fiction,4886,14,High
1,Arusha,168.8,20.99,general,retail_shop,Phone accessories,Laptop,701,16,Low
4,Dar es Salaam,522.0,25.6,worker,market_stall,Clothing,Jacket,4069,16,Low
10,Mwanza,152.75,22.48,youth,small_shop,Stationery,Comics,2670,24,High
1,Kilimanjaro,43.6,24.46,youth,small_shop,Stationery,Comics,1167,27,High
7,Kilimanjaro,1.9,20.71,youth,small_shop,Stationery,Non-fiction,1595,26,High
4,Zanzibar,499.3,26.05,youth,retail_shop,Household items,Wall Art,2706,9,Low
4,Zanzibar,499.3,26.05,general,market_stall,Sports goods,Resistance Bands,1725,10,Low
1,Zanzibar,201.3,27.76,worker,retail_shop,Personal care,Moisturizer,3001,17,Low
10,Zanzibar,83.5,26.64,worker,market_stall,Sports goods,Treadmill,355,28,High
1,Kilimanjaro,43.6,24.46,youth,small_shop,Stationery,Fiction,2361,15,High
7,Kilimanjaro,1.9,20.71,worker,retail_shop,Household items,Cushions,1389,23,Low
10,Mwanza,152.75,22.48,worker,retail_shop,Phone accessories,Smartwatch,1256,29,High
10,Kilimanjaro,51.7,23.9,general,retail_shop,Household items,Curtains,4026,22,High
4,Zanzibar,499.3,26.05,youth,retail_shop,Phone accessories,Laptop,2210,8,Low
10,Arusha,56.8,21.36,general,market_stall,Sports goods,Dumbbells,2225,10,Low
1,Zanzibar,201.3,27.76,worker,retail_shop,Phone accessories,Headphones,3019,18,High
1,Mwanza,136.25,21.97,youth,market_stall,Clothing,Shoes,3175,18,Low
10,Zanzibar,83.5,26.64,worker,market_stall,Clothing,Shoes,2885,26,High
10,Zanzibar,83.5,26.64,general,retail_shop,Household items,Curtains,4587,11,Low
10,Arusha,56.8,21.36,general,market_stall,Clothing,Jeans,1729,23,High
7,Kilimanjaro,1.9,20.71,youth,retail_shop,Household items,Lamp,3875,15,Low
10,Dar es Salaam,82.3,25.97,general,market_stall,Clothing,Jeans,2417,12,Low
1,Kilimanjaro,43.6,24.46,youth,small_shop,Stationery,Comics,799,24,High
7,Arusha,19.5,17.72,youth,small_shop,Stationery,Biography,275,13,High
7,Kilimanjaro,1.9,20.71,worker,small_shop,Stationery,Comics,2376,10,Low
10,Kilimanjaro,51.7,23.9,worker,retail_shop,Personal care,Foundation,4493,15,Low
4,Dar es Salaam,522.0,25.6,general,retail_shop,Personal care,Lipstick,1143,15,High
10,Arusha,56.8,21.36,worker,retail_shop,Phone accessories,Headphones,3322,12,Low
7,Zanzibar,35.5,24.65,worker,market_stall,Clothing,Jeans,480,11,Low
7,Kilimanjaro,1.9,20.71,general,retail_shop,Phone accessories,Laptop,1508,22,High
7,Zanzibar,35.5,24.65,youth,retail_shop,Household items,Curtains,2010,21,Low
4,Arusha,185.1,20.07,worker,retail_shop,Phone accessories,Smartwatch,353,16,High
7,Arusha,19.5,17.72,worker,retail_shop,Personal care,Moisturizer,4588,17,High
1,Kilimanjaro,43.6,24.46,general,market_stall,Sports goods,Dumbbells,4101,16,High
10,Zanzibar,83.5,26.64,general,retail_shop,Personal care,Foundation,198,25,High
10,Zanzibar,83.5,26.64,general,retail_shop,Phone accessories,Smartphone,4763,18,High
7,Mwanza,52.2,22.75,youth,retail_shop,Personal care,Lipstick,1843,14,Low
10,Arusha,56.8,21.36,general,market_stall,Sports goods,Resistance Bands,3136,17,High
1,Arusha,168.8,20.99,general,retail_shop,Phone accessories,Smartwatch,3995,14,High
1,Kilimanjaro,43.6,24.46,general,small_shop,Stationery,Non-fiction,2986,9,Low
1,Mwanza,136.25,21.97,worker,retail_shop,Personal care,Perfume,2177,28,High
7,Mwanza,52.2,22.75,general,retail_shop,Household items,Lamp,2955,9,Low
1,Dar es Salaam,191.9,27.62,general,market_stall,Sports goods,Dumbbells,3445,15,Low
4,Kilimanjaro,205.1,22.21,youth,market_stall,Clothing,Shoes,4917,11,Low
10,Zanzibar,83.5,26.64,worker,retail_shop,Household items,Cushions,702,17,High
1,Dar es Salaam,191.9,27.62,youth,retail_shop,Phone accessories,Laptop,3639,20,Low
1,Kilimanjaro,43.6,24.46,general,market_stall,Sports goods,Yoga Mat,357,14,Low
4,Mwanza,222.6,22.37,youth,market_stall,Clothing,Jacket,1764,17,High
1,Mwanza,136.25,21.97,general,small_shop,Stationery,Comics,1462,14,High
10,Zanzibar,83.5,26.64,youth,retail_shop,Household items,Lamp,4709,25,High
7,Mwanza,52.2,22.75,youth,market_stall,Sports goods,Yoga Mat,1370,28,High
1,Dar es Salaam,191.9,27.62,worker,market_stall,Sports goods,Resistance Bands,535,26,High
1,Arusha,168.8,20.99,worker,retail_shop,Household items,Curtains,120,15,High
1,Zanzibar,201.3,27.76,general,retail_shop,Household items,Wall Art,2924,26,High
4,Kilimanjaro,205.1,22.21,youth,market_stall,Sports goods,Treadmill,2038,25,High
4,Zanzibar,499.3,26.05,general,small_shop,Stationery,Non-fiction,4316,21,Low
10,Arusha,56.8,21.36,youth,market_stall,Sports goods,Yoga Mat,1138,25,High
10,Zanzibar,83.5,26.64,youth,small_shop,Stationery,Biography,1000,16,High
10,Kilimanjaro,51.7,23.9,youth,retail_shop,Phone accessories,Smartphone,3682,20,High
7,Dar es Salaam,20.9,24.91,youth,retail_shop,Household items,Cushions,3339,26,High
4,Kilimanjaro,205.1,22.21,general,retail_shop,Personal care,Perfume,4107,14,Low
10,Kilimanjaro,51.7,23.9,general,retail_shop,Phone accessories,Smartphone,374,16,Low
10,Dar es Salaam,82.3,25.97,general,market_stall,Sports goods,Treadmill,4764,27,High
1,Mwanza,136.25,21.97,worker,small_shop,Stationery,Biography,1128,17,High
7,Mwanza,52.2,22.75,worker,retail_shop,Phone accessories,Smartphone,3356,10,Low
4,Dar es Salaam,522.0,25.6,worker,market_stall,Clothing,Shoes,1725,27,High
7,Arusha,19.5,17.72,general,market_stall,Sports goods,Treadmill,2378,11,High
4,Arusha,185.1,20.07,general,retail_shop,Phone accessories,Smartphone,3824,19,Low
7,Mwanza,52.2,22.75,general,small_shop,Stationery,Non-fiction,3125,10,Low
10,Arusha,56.8,21.36,youth,market_stall,Clothing,Shoes,2911,12,Low
4,Zanzibar,499.3,26.05,youth,market_stall,Sports goods,Dumbbells,571,29,High
10,Mwanza,152.75,22.48,general,small_shop,Stationery,Biography,3602,11,Low
1,Zanzibar,201.3,27.76,general,small_shop,Stationery,Biography,802,15,Low
10,Zanzibar,83.5,26.64,general,retail_shop,Household items,Curtains,3236,5,Low
10,Arusha,56.8,21.36,worker,market_stall,Sports goods,Treadmill,322,11,Low
1,Dar es Salaam,191.9,27.62,general,small_shop,Stationery,Non-fiction,4519,14,High
7,Zanzibar,35.5,24.65,worker,retail_shop,Personal care,Moisturizer,2885,17,Low
4,Kilimanjaro,205.1,22.21,youth,retail_shop,Phone accessories,Headphones,912,24,High
4,Arusha,185.1,20.07,youth,market_stall,Sports goods,Yoga Mat,2428,13,Low
4,Mwanza,222.6,22.37,youth,retail_shop,Household items,Lamp,4527,18,Low
4,Kilimanjaro,205.1,22.21,youth,retail_shop,Personal care,Moisturizer,2613,25,High
1,Arusha,168.8,20.99,worker,market_stall,Sports goods,Treadmill,1887,26,High
7,Mwanza,52.2,22.75,youth,retail_shop,Household items,Wall Art,2247,8,Low
4,Mwanza,222.6,22.37,youth,market_stall,Sports goods,Dumbbells,3647,16,High
1,Kilimanjaro,43.6,24.46,general,market_stall,Sports goods,Dumbbells,3342,21,Low
10,Dar es Salaam,82.3,25.97,worker,retail_shop,Personal care,Moisturizer,2111,15,Low
7,Mwanza,52.2,22.75,youth,small_shop,Stationery,Biography,4050,24,Low
1,Arusha,168.8,20.99,general,small_shop,Stationery,Non-fiction,605,25,High
4,Dar es Salaam,522.0,25.6,general,retail_shop,Personal care,Moisturizer,4633,20,High
10,Kilimanjaro,51.7,23.9,general,market_stall,Clothing,Jacket,4230,14,High
4,Arusha,185.1,20.07,worker,retail_shop,Personal care,Foundation,2385,22,Low
4,Dar es Salaam,522.0,25.6,youth,market_stall,Clothing,Jacket,1231,9,Low
7,Zanzibar,35.5,24.65,general,market_stall,Sports goods,Yoga Mat,4507,21,Low
4,Mwanza,222.6,22.37,youth,market_stall,Sports goods,Dumbbells,2882,9,Low
4,Mwanza,222.6,22.37,youth,retail_shop,Phone accessories,Headphones,3512,19,High
7,Mwanza,52.2,22.75,worker,retail_shop,Personal care,Foundation,2187,10,Low
1,Zanzibar,201.3,27.76,general,retail_shop,Personal care,Foundation,1110,19,Low
10,Dar es Salaam,82.3,25.97,youth,retail_shop,Personal care,Perfume,3632,28,High
4,Zanzibar,499.3,26.05,worker,retail_shop,Household items,Lamp,920,9,Low
10,Zanzibar,83.5,26.64,worker,retail_shop,Personal care,Foundation,3433,20,High
10,Mwanza,152.75,22.48,worker,retail_shop,Phone accessories,Smartphone,1571,21,High
4,Dar es Salaam,522.0,25.6,general,retail_shop,Personal care,Lipstick,4117,19,Low
10,Zanzibar,83.5,26.64,youth,retail_shop,Household items,Cushions,2526,21,Low
4,Dar es Salaam,522.0,25.6,youth,market_stall,Sports goods,Dumbbells,3380,24,High
1,Arusha,168.8,20.99,youth,market_stall,Clothing,Shoes,3363,10,Low
1,Mwanza,136.25,21.97,youth,small_shop,Stationery,Fiction,3252,15,Low
1,Kilimanjaro,43.6,24.46,general,retail_shop,Phone accessories,Laptop,4501,18,Low
1,Kilimanjaro,43.6,24.46,worker,retail_shop,Phone accessories,Smartphone,1343,23,Low
4,Kilimanjaro,205.1,22.21,general,market_stall,Clothing,Shoes,3418,21,Low
1,Arusha,168.8,20.99,general,market_stall,Clothing,Shoes,2136,21,High
10,Zanzibar,83.5,26.64,youth,retail_shop,Phone accessories,Smartphone,4059,27,High
1,Dar es Salaam,191.9,27.62,worker,retail_shop,Personal care,Perfume,3886,21,High
10,Dar es Salaam,82.3,25.97,general,retail_shop,Phone accessories,Headphones,4699,19,Low
1,Zanzibar,201.3,27.76,youth,small_shop,Stationery,Fiction,4893,21,High
4,Arusha,185.1,20.07,general,small_shop,Stationery,Comics,1702,19,High
1,Mwanza,136.25,21.97,worker,retail_shop,Phone accessories,Laptop,4721,20,Low
1,Arusha,168.8,20.99,youth,retail_shop,Personal care,Perfume,4568,21,High
10,Zanzibar,83.5,26.64,general,market_stall,Clothing,Jeans,4916,12,High
10,Mwanza,152.75,22.48,youth,retail_shop,Household items,Cushions,4195,20,High
7,Mwanza,52.2,22.75,worker,small_shop,Stationery,Non-fiction,1156,19,Low
1,Dar es Salaam,191.9,27.62,worker,retail_shop,Phone accessories,Headphones,2220,22,High
7,Kilimanjaro,1.9,20.71,youth,retail_shop,Household items,Lamp,4853,16,Low
7,Mwanza,52.2,22.75,youth,retail_shop,Personal care,Lipstick,2895,23,High
7,Dar es Salaam,20.9,24.91,worker,retail_shop,Personal care,Foundation,4159,23,High
10,Zanzibar,83.5,26.64,general,market_stall,Sports goods,Dumbbells,4966,19,Low
7,Arusha,19.5,17.72,general,retail_shop,Phone accessories,Smartphone,4646,20,High
4,Dar es Salaam,522.0,25.6,worker,retail_shop,Personal care,Perfume,1296,17,Low
4,Zanzibar,499.3,26.05,worker,market_stall,Clothing,T-shirt,3212,25,High
1,Arusha,168.8,20.99,general,market_stall,Clothing,Jacket,494,15,High
1,Arusha,168.8,20.99,general,market_stall,Sports goods,Treadmill,3074,19,Low
7,Zanzibar,35.5,24.65,general,retail_shop,Phone accessories,Smartwatch,170,17,Low
4,Mwanza,222.6,22.37,worker,small_shop,Stationery,Comics,4565,23,Low
10,Mwanza,152.75,22.48,worker,retail_shop,Personal care,Lipstick,3278,21,High
7,Dar es Salaam,20.9,24.91,youth,retail_shop,Personal care,Lipstick,4071,24,High
7,Arusha,19.5,17.72,youth,retail_shop,Phone accessories,Smartphone,4707,25,High
4,Mwanza,222.6,22.37,youth,market_stall,Sports goods,Resistance Bands,2857,22,High
7,Dar es Salaam,20.9,24.91,youth,retail_shop,Household items,Lamp,4963,10,Low
1,Kilimanjaro,43.6,24.46,general,retail_shop,Personal care,Perfume,4874,12,Low
7,Dar es Salaam,20.9,24.91,general,retail_shop,Phone accessories,Headphones,1073,26,High
4,Kilimanjaro,205.1,22.21,worker,retail_shop,Personal care,Moisturizer,2794,24,High
1,Dar es Salaam,191.9,27.62,general,retail_shop,Personal care,Moisturizer,4537,21,Low
1,Zanzibar,201.3,27.76,general,retail_shop,Personal care,Perfume,4544,25,High
1,Dar es Salaam,191.9,27.62,general,retail_shop,Personal care,Foundation,1732,20,High
4,Kilimanjaro,205.1,22.21,general,retail_shop,Household items,Wall Art,2650,13,High
7,Mwanza,52.2,22.75,worker,retail_shop,Personal care,Moisturizer,4596,21,Low
1,Arusha,168.8,20.99,general,market_stall,Sports goods,Yoga Mat,2049,21,Low
10,Mwanza,152.75,22.48,worker,retail_shop,Phone accessories,Smartphone,4754,12,Low
7,Arusha,19.5,17.72,youth,small_shop,Stationery,Fiction,2571,17,High
10,Dar es Salaam,82.3,25.97,youth,small_shop,Stationery,Comics,4050,15,High
7,Arusha,19.5,17.72,worker,retail_shop,Household items,Curtains,4221,17,High
1,Zanzibar,201.3,27.76,general,retail_shop,Personal care,Lipstick,4218,18,Low
7,Arusha,19.5,17.72,worker,retail_shop,Phone accessories,Laptop,2627,14,Low
10,Dar es Salaam,82.3,25.97,general,small_shop,Stationery,Non-fiction,3944,18,Low
4,Mwanza,222.6,22.37,general,retail_shop,Household items,Lamp,1717,23,High
1,Dar es Salaam,191.9,27.62,worker,market_stall,Clothing,Shoes,3195,24,High
7,Arusha,19.5,17.72,general,market_stall,Clothing,Jeans,1556,19,High
7,Kilimanjaro,1.9,20.71,youth,retail_shop,Personal care,Lipstick,1998,16,Low
1,Mwanza,136.25,21.97,general,retail_shop,Household items,Cushions,1569,27,High
7,Kilimanjaro,1.9,20.71,worker,market_stall,Clothing,Shoes,2504,8,Low
7,Arusha,19.5,17.72,youth,retail_shop,Household items,Wall Art,4540,18,Low
1,Kilimanjaro,43.6,24.46,worker,market_stall,Sports goods,Dumbbells,574,14,High
10,Kilimanjaro,51.7,23.9,general,market_stall,Clothing,Shoes,1423,12,Low
1,Zanzibar,201.3,27.76,worker,small_shop,Stationery,Non-fiction,3485,11,Low
10,Kilimanjaro,51.7,23.9,youth,retail_shop,Household items,Wall Art,2901,23,Low
10,Arusha,56.8,21.36,youth,retail_shop,Household items,Curtains,785,15,Low
4,Zanzibar,499.3,26.05,general,retail_shop,Household items,Wall Art,2761,16,Low
7,Zanzibar,35.5,24.65,general,retail_shop,Phone accessories,Headphones,2975,16,High
10,Mwanza,152.75,22.48,worker,market_stall,Sports goods,Yoga Mat,1190,8,Low
10,Kilimanjaro,51.7,23.9,general,retail_shop,Phone accessories,Smartphone,1739,22,High
7,Zanzibar,35.5,24.65,youth,retail_shop,Personal care,Perfume,3461,24,High
10,Mwanza,152.75,22.48,general,small_shop,Stationery,Comics,3785,25,Low
1,Kilimanjaro,43.6,24.46,general,market_stall,Clothing,Jacket,1815,11,Low
4,Zanzibar,499.3,26.05,worker,market_stall,Clothing,Shoes,4847,26,High
10,Mwanza,152.75,22.48,worker,market_stall,Sports goods,Dumbbells,3178,10,Low
10,Zanzibar,83.5,26.64,youth,small_shop,Stationery,Non-fiction,2027,14,High
1,Mwanza,136.25,21.97,general,market_stall,Sports goods,Dumbbells,3913,23,Low
4,Kilimanjaro,205.1,22.21,worker,market_stall,Clothing,T-shirt,3659,11,Low
7,Arusha,19.5,17.72,youth,retail_shop,Phone accessories,Headphones,149,30,High
1,Kilimanjaro,43.6,24.46,worker,retail_shop,Household items,Cushions,2210,27,High
10,Mwanza,152.75,22.48,general,retail_shop,Personal care,Lipstick,746,15,Low
10,Arusha,56.8,21.36,youth,market_stall,Sports goods,Resistance Bands,2401,25,High
7,Kilimanjaro,1.9,20.71,youth,retail_shop,Phone accessories,Smartwatch,957,24,High
10,Arusha,56.8,21.36,worker,small_shop,Stationery,Comics,4632,15,High
7,Mwanza,52.2,22.75,general,market_stall,Sports goods,Yoga Mat,2532,26,High
10,Dar es Salaam,82.3,25.97,youth,retail_shop,Personal care,Foundation,3266,21,High
4,Arusha,185.1,20.07,worker,market_stall,Sports goods,Treadmill,4085,19,Low
4,Zanzibar,499.3,26.05,youth,market_stall,Clothing,Jeans,242,17,Low
7,Mwanza,52.2,22.75,worker,market_stall,Sports goods,Resistance Bands,823,14,High
10,Kilimanjaro,51.7,23.9,worker,market_stall,Sports goods,Yoga Mat,2112,10,Low
7,Kilimanjaro,1.9,20.71,general,retail_shop,Personal care,Perfume,1775,15,Low
7,Zanzibar,35.5,24.65,general,market_stall,Clothing,Jeans,3953,11,Low
4,Dar es Salaam,522.0,25.6,general,retail_shop,Household items,Wall Art,2705,13,Low
10,Zanzibar,83.5,26.64,general,market_stall,Sports goods,Dumbbells,474,16,Low
4,Kilimanjaro,205.1,22.21,youth,retail_shop,Household items,Wall Art,493,15,Low
10,Kilimanjaro,51.7,23.9,general,market_stall,Sports goods,Yoga Mat,3100,13,High
10,Zanzibar,83.5,26.64,general,retail_shop,Household items,Cushions,927,25,High
10,Kilimanjaro,51.7,23.9,youth,market_stall,Clothing,Jacket,2704,12,Low
1,Arusha,168.8,20.99,youth,small_shop,Stationery,Biography,2684,27,High
7,Kilimanjaro,1.9,20.71,general,retail_shop,Personal care,Foundation,3207,23,Low
4,Mwanza,222.6,22.37,youth,retail_shop,Personal care,Foundation,223,13,High
1,Arusha,168.8,20.99,worker,retail_shop,Phone accessories,Laptop,4268,16,Low
7,Arusha,19.5,17.72,general,retail_shop,Personal care,Moisturizer,3061,10,Low
10,Kilimanjaro,51.7,23.9,general,market_stall,Clothing,Shoes,684,27,High
10,Arusha,56.8,21.36,worker,retail_shop,Phone accessories,Smartwatch,4257,13,Low
7,Mwanza,52.2,22.75,worker,market_stall,Clothing,T-shirt,3898,23,Low
10,Dar es Salaam,82.3,25.97,youth,retail_shop,Phone accessories,Headphones,2728,16,High
1,Mwanza,136.25,21.97,worker,market_stall,Clothing,Jeans,1683,14,Low
4,Kilimanjaro,205.1,22.21,youth,market_stall,Clothing,Jeans,2437,22,High
1,Mwanza,136.25,21.97,general,market_stall,Clothing,T-shirt,4922,13,Low
1,Dar es Salaam,191.9,27.62,general,retail_shop,Phone accessories,Smartwatch,1272,15,High
7,Arusha,19.5,17.72,general,market_stall,Sports goods,Dumbbells,971,20,Low
4,Mwanza,222.6,22.37,youth,retail_shop,Phone accessories,Smartphone,1707,22,High
7,Arusha,19.5,17.72,general,small_shop,Stationery,Fiction,1978,13,Low
1,Mwanza,136.25,21.97,worker,retail_shop,Household items,Lamp,794,13,Low
4,Mwanza,222.6,22.37,youth,retail_shop,Phone accessories,Smartphone,3008,20,Low
4,Mwanza,222.6,22.37,youth,small_shop,Stationery,Comics,2794,22,High
4,Dar es Salaam,522.0,25.6,general,small_shop,Stationery,Fiction,3408,17,High
1,Dar es Salaam,191.9,27.62,general,market_stall,Clothing,Jacket,3562,24,High
4,Mwanza,222.6,22.37,worker,retail_shop,Personal care,Perfume,1683,19,Low
7,Dar es Salaam,20.9,24.91,youth,retail_shop,Household items,Wall Art,2402,18,High
1,Arusha,168.8,20.99,worker,retail_shop,Household items,Curtains,2827,15,High
1,Kilimanjaro,43.6,24.46,worker,market_stall,Clothing,Shoes,967,23,High
7,Arusha,19.5,17.72,general,retail_shop,Household items,Curtains,857,12,Low
7,Kilimanjaro,1.9,20.71,worker,market_stall,Sports goods,Treadmill,3323,16,Low
4,Kilimanjaro,205.1,22.21,worker,market_stall,Sports goods,Dumbbells,380,9,Low
7,Dar es Salaam,20.9,24.91,general,market_stall,Sports goods,Resistance Bands,2322,14,Low
1,Dar es Salaam,191.9,27.62,worker,retail_shop,Personal care,Perfume,1387,23,High
4,Kilimanjaro,205.1,22.21,worker,retail_shop,Personal care,Perfume,1461,14,Low
1,Kilimanjaro,43.6,24.46,general,small_shop,Stationery,Biography,4083,13,Low
10,Dar es Salaam,82.3,25.97,worker,retail_shop,Personal care,Perfume,1359,20,High
1,Kilimanjaro,43.6,24.46,worker,small_shop,Stationery,Non-fiction,3175,17,Low
7,Kilimanjaro,1.9,20.71,youth,small_shop,Stationery,Comics,3577,7,Low
10,Zanzibar,83.5,26.64,general,small_shop,Stationery,Fiction,3578,15,High
4,Mwanza,222.6,22.37,general,market_stall,Sports goods,Yoga Mat,3728,13,High
10,Dar es Salaam,82.3,25.97,youth,small_shop,Stationery,Biography,2333,14,Low
7,Zanzibar,35.5,24.65,general,small_shop,Stationery,Fiction,1598,22,High
7,Mwanza,52.2,22.75,general,retail_shop,Personal care,Foundation,3913,29,High
10,Kilimanjaro,51.7,23.9,worker,retail_shop,Household items,Curtains,4673,10,Low
10,Kilimanjaro,51.7,23.9,general,retail_shop,Phone accessories,Laptop,4726,17,High
7,Kilimanjaro,1.9,20.71,youth,market_stall,Sports goods,Yoga Mat,314,14,Low
10,Mwanza,152.75,22.48,general,retail_shop,Household items,Wall Art,3288,16,High
7,Zanzibar,35.5,24.65,general,retail_shop,Personal care,Lipstick,2792,24,High
4,Arusha,185.1,20.07,general,retail_shop,Household items,Cushions,3426,26,High
10,Zanzibar,83.5,26.64,worker,market_stall,Clothing,T-shirt,1744,25,High
7,Zanzibar,35.5,24.65,youth,market_stall,Clothing,T-shirt,1386,19,High
7,Dar es Salaam,20.9,24.91,general,retail_shop,Phone accessories,Laptop,4594,17,High
1,Kilimanjaro,43.6,24.46,worker,retail_shop,Household items,Curtains,4946,20,High
4,Kilimanjaro,205.1,22.21,worker,retail_shop,Personal care,Lipstick,2224,24,High
4,Dar es Salaam,522.0,25.6,youth,market_stall,Sports goods,Treadmill,3019,18,Low
4,Dar es Salaam,522.0,25.6,youth,retail_shop,Phone accessories,Laptop,4991,21,High
10,Arusha,56.8,21.36,general,retail_shop,Household items,Curtains,2484,22,High
4,Mwanza,222.6,22.37,worker,retail_shop,Personal care,Perfume,3878,13,Low
10,Kilimanjaro,51.7,23.9,youth,retail_shop,Household items,Wall Art,424,20,High
10,Kilimanjaro,51.7,23.9,youth,small_shop,Stationery,Comics,1829,20,Low
4,Dar es Salaam,522.0,25.6,worker,market_stall,Sports goods,Treadmill,2896,15,High
10,Dar es Salaam,82.3,25.97,youth,small_shop,Stationery,Non-fiction,1023,20,High
7,Zanzibar,35.5,24.65,general,retail_shop,Household items,Lamp,2427,16,High
4,Dar es Salaam,522.0,25.6,worker,small_shop,Stationery,Biography,1527,13,Low
10,Kilimanjaro,51.7,23.9,worker,retail_shop,Household items,Wall Art,2241,9,Low
4,Dar es Salaam,522.0,25.6,worker,small_shop,Stationery,Fiction,2068,25,High
7,Dar es Salaam,20.9,24.91,worker,retail_shop,Household items,Lamp,3072,21,High
10,Zanzibar,83.5,26.64,youth,retail_shop,Household items,Wall Art,4409,13,Low
7,Arusha,19.5,17.72,youth,retail_shop,Phone accessories,Laptop,1122,14,High
4,Dar es Salaam,522.0,25.6,worker,small_shop,Stationery,Comics,1365,20,Low
4,Dar es Salaam,522.0,25.6,youth,retail_shop,Phone accessories,Smartwatch,2075,18,Low
7,Kilimanjaro,1.9,20.71,youth,retail_shop,Household items,Curtains,3029,20,Low
7,Arusha,19.5,17.72,worker,market_stall,Sports goods,Yoga Mat,646,19,Low
4,Arusha,185.1,20.07,youth,market_stall,Clothing,Jacket,2693,17,Low
1,Zanzibar,201.3,27.76,worker,retail_shop,Household items,Cushions,1559,28,High
1,Zanzibar,201.3,27.76,worker,market_stall,Clothing,T-shirt,3277,13,Low
4,Dar es Salaam,522.0,25.6,youth,retail_shop,Household items,Curtains,4358,15,Low
1,Dar es Salaam,191.9,27.62,general,small_shop,Stationery,Comics,2415,18,Low
4,Mwanza,222.6,22.37,general,market_stall,Sports goods,Yoga Mat,522,29,High
7,Zanzibar,35.5,24.65,worker,retail_shop,Household items,Lamp,2182,27,High
4,Arusha,185.1,20.07,youth,retail_shop,Household items,Wall Art,1473,23,Low
10,Mwanza,152.75,22.48,worker,small_shop,Stationery,Biography,3823,24,High
10,Dar es Salaam,82.3,25.97,general,market_stall,Sports goods,Treadmill,2141,12,High
4,Kilimanjaro,205.1,22.21,youth,retail_shop,Household items,Cushions,4830,16,High
10,Arusha,56.8,21.36,youth,small_shop,Stationery,Comics,3478,11,Low
4,Mwanza,222.6,22.37,youth,retail_shop,Personal care,Moisturizer,156,18,Low
1,Arusha,168.8,20.99,worker,retail_shop,Household items,Wall Art,2761,15,High
1,Kilimanjaro,43.6,24.46,worker,retail_shop,Personal care,Foundation,3296,16,Low
1,Kilimanjaro,43.6,24.46,youth,market_stall,Clothing,Jacket,4107,30,High
10,Kilimanjaro,51.7,23.9,general,retail_shop,Personal care,Moisturizer,768,13,Low
7,Zanzibar,35.5,24.65,general,retail_shop,Phone accessories,Headphones,1511,13,Low
1,Mwanza,136.25,21.97,general,retail_shop,Household items,Cushions,2036,25,High
1,Dar es Salaam,191.9,27.62,general,small_shop,Stationery,Non-fiction,1691,22,High
7,Mwanza,52.2,22.75,youth,retail_shop,Phone accessories,Smartphone,387,24,High
1,Mwanza,136.25,21.97,general,retail_shop,Personal care,Foundation,2717,10,Low
4,Arusha,185.1,20.07,worker,retail_shop,Phone accessories,Smartphone,1876,9,Low
7,Arusha,19.5,17.72,worker,market_stall,Sports goods,Dumbbells,1672,25,High
10,Dar es Salaam,82.3,25.97,general,retail_shop,Household items,Curtains,1410,18,High
7,Kilimanjaro,1.9,20.71,worker,retail_shop,Phone accessories,Smartwatch,4630,18,High
7,Dar es Salaam,20.9,24.91,worker,small_shop,Stationery,Fiction,4671,11,Low
10,Dar es Salaam,82.3,25.97,youth,market_stall,Sports goods,Yoga Mat,1684,20,High
7,Kilimanjaro,1.9,20.71,general,retail_shop,Phone accessories,Smartphone,1632,19,Low
7,Kilimanjaro,1.9,20.71,youth,retail_shop,Phone accessories,Headphones,3911,13,Low
4,Zanzibar,499.3,26.05,worker,retail_shop,Personal care,Foundation,4319,10,Low
7,Dar es Salaam,20.9,24.91,worker,market_stall,Clothing,T-shirt,3108,23,High
7,Dar es Salaam,20.9,24.91,general,market_stall,Clothing,Shoes,1389,24,High
1,Mwanza,136.25,21.97,general,small_shop,Stationery,Fiction,4774,20,Low
4,Arusha,185.1,20.07,youth,retail_shop,Personal care,Foundation,958,16,Low
10,Arusha,56.8,21.36,youth,retail_shop,Personal care,Foundation,2396,28,High
4,Kilimanjaro,205.1,22.21,youth,market_stall,Sports goods,Resistance Bands,2755,13,High
1,Kilimanjaro,43.6,24.46,general,market_stall,Clothing,Jeans,977,18,High
1,Dar es Salaam,191.9,27.62,worker,market_stall,Sports goods,Treadmill,3925,20,High
1,Arusha,168.8,20.99,general,market_stall,Sports goods,Dumbbells,2532,18,High
4,Kilimanjaro,205.1,22.21,youth,retail_shop,Household items,Cushions,875,30,High
7,Arusha,19.5,17.72,general,market_stall,Clothing,Jacket,3077,30,High
7,Zanzibar,35.5,24.65,worker,market_stall,Clothing,Jeans,115,23,Low
4,Kilimanjaro,205.1,22.21,general,retail_shop,Phone accessories,Laptop,1587,10,Low
4,Mwanza,222.6,22.37,general,retail_shop,Personal care,Foundation,2065,21,High
4,Zanzibar,499.3,26.05,general,small_shop,Stationery,Non-fiction,3568,19,Low
4,Kilimanjaro,205.1,22.21,general,retail_shop,Personal care,Moisturizer,2328,11,Low
7,Dar es Salaam,20.9,24.91,worker,small_shop,Stationery,Fiction,2546,15,Low
4,Dar es Salaam,522.0,25.6,worker,market_stall,Clothing,Jeans,1458,18,High
4,Mwanza,222.6,22.37,worker,market_stall,Clothing,Jeans,2881,20,High
